source,target,relation
CPEC_ROUTINE_CFG,T000,requires
CPEC_ROUTINE_CFG,CPEC_LOGSUBMOD,requires
CPEC_ROUTINE_CFT,T000,requires
CPEC_ROUTINE_CFT,CPEC_LOGSUBMOD,requires
CPEC_ROUTINE_CFT,CPEC_ROUTINE_CFG,requires
TXS_DET_IN,T000,requires
TXS_DET_IN,TXS_DET_RULE,requires
TXS_DET_IN,TXS_PARAMETER,requires
CRTE_REF_OP_CBC,T000,requires
CRTE_REF_OP_CBC,T411,requires
CRTE_REF_OP_CBC,T001W,requires
CRTE_REF_OP_CBC,T006,requires
CRTE_REF_OP_CBC,T412,requires
CRTE_REF_OP_CBC,T430,requires
CRTE_WRKCTR_CBC,T000,requires
CRTE_WRKCTR_CBC,T001W,requires
CRTE_WRKCTR_CBC,T024C,requires
CRTE_WRKCTR_CBC,TC25,requires
CRTE_WRKCTR_CBC,TFACD,requires
CRTE_WRKCTR_CBC,TC26,requires
CRTE_WRKCTR_CBC,T006,requires
CRTE_WRKCTR_CBC,TMATY,requires
CRTE_WRKCTR_CBC,TC39A,requires
CRTE_WRKCTR_CBC,TSP03,requires
CRTE_WRKCTR_CBC,TC27,requires
CRTE_WRKCTR_CBC,TC23,requires
CRTE_WRKCTR_CBC,TCERS,requires
CRTE_WRKCTR_CBC,TSRTB,requires
CRTE_WRKCTR_CBC,T499S,requires
CRTE_WRKCTR_CBC,T430,requires
CRTE_WRKCTR_CBC,TC24,requires
CRTE_WRKCTR_CBC,TC36,requires
CRTE_WRKCTR_CBC,TC29,requires
CRTE_WRKCTR_CBC,TC30,requires
CRTE_WRKCTR_CBC,T006D,requires
CRTE_WRKCTR_CBC,TC21,requires
RPLC_TXT_WKC_CBC,T000,requires
RPLC_TXT_WKC_CBC,T001W,requires
TBCC223_O202_J01,T000,requires
TBCC223_O202_J01,T001W,requires
TBCC223_O202_J01,T001L,requires
TBCC223_O202_J01,/SCWM/T300,requires
TBCC223_O202_J01,TCA01,requires
TBCC223_O202_J01,T416,requires
TBCC223_O202_J01,T006,requires
RSM_OVRRDEAUTH_C,RSM_FUNCTION_C,requires
PLMK_CBC,T000,requires
PLMK_CBC,T001W,requires
PLMK_CBC,T006,requires
PLMK_CBC,TQ73,requires
PLMK_CBC,TQ79,requires
PLMK_CBC,QPSP,requires
PLMK_CBC,T412,requires
PLMK_CBC,T430,requires
PLMK_CBC,T024A,requires
PLMK_CBC,T411,requires
QDDR_CBC,T000,requires
QDDR_CBC,QDEP,requires
QDEB_CBC,T000,requires
QDSV_CBC,T000,requires
QDSV_CBC,QDBM,requires
QDSV_CBC,QDEP,requires
QDSV_CBC,QDSA,requires
QMTB_CBC,T000,requires
QMTB_CBC,T001W,requires
QMTB_CBC,TQ11,requires
QMTT_CBC,T000,requires
QMTT_CBC,T001W,requires
QPMK_CBC,T000,requires
QPMK_CBC,T001W,requires
QPMK_CBC,QPAM,requires
QPMK_CBC,QPCD,requires
QPMK_CBC,QPGR,requires
QPMK_CBC,TQ72,requires
QPMK_CBC,TQ11,requires
QPMK_SPC_CBC,T000,requires
QPMK_SPC_CBC,T001W,requires
QPMK_SPC_CBC,QPCD,requires
QPMK_SPC_CBC,QPGR,requires
CCGLC_BASIC,TCG11,requires
CCGLC_BASIC,CCGLC_PRINT_MODE,requires
CCGLC_BASIC,TCG66,requires
CCGLC_BASIC,TCG61,requires
/TMF/D_CCCFGAC,/TMF/D_CCCFG,requires
/TMF/D_CCCFGCC,/TMF/D_CCCFG,requires
CFGPP_RTNG2MAT,T000,requires
CFGPP_RTNG2MAT,T001W,requires
CFGPP_RTNGINSP_A,T000,requires
CFGPP_RTNGINSP_A,T001W,requires
CFGPP_RTNGINSP_A,T006,requires
CFGPP_RTNGINSP_A,TQ79,requires
CFGPP_RTNGINSP_A,T430,requires
CFGPP_RTNGINSP_B,T000,requires
CFGPP_RTNGINSP_B,T001W,requires
CFGPP_RTNGINSP_B,T006,requires
CFGPP_RTNGINSP_B,TQ79,requires
CFGPP_RTNGINSP_B,T430,requires
CFG_PM_ALLMM01PP,T000,requires
CFG_PM_ALLMM01PP,T300,requires
CFG_PM_ALLMM01PP,T001L,requires
CFG_PM_ALLMM01PP,T301,requires
CFG_PM_ALLMM01PP,TVKO,requires
CFG_PM_ALLMM01PP,TVTW,requires
CFG_PM_ALLMM01PP,T001W,requires
CFG_PM_ALLMM01PP,T159C,requires
CFG_PM_ALLMM01PP,T005,requires
CFG_PM_ALLMM01PP,T439P,requires
CFG_PM_ALLMM01PP,T006,requires
CFG_PM_ALLMM01PP,TKV01,requires
CFG_PM_ALLMM01PP,T144,requires
CFG_PM_ALLMM01PP,T025,requires
CFG_PM_ALLMM01PP,T338,requires
CFG_PM_ALLMM01PP,TVBO,requires
CFG_PM_ALLMM01PP,T306,requires
CFG_PM_ALLMM01PP,T149C,requires
CFG_PM_ALLMM01PP,TCO43,requires
CFG_PM_ALLMM01PP,T438M,requires
CFG_PM_ALLMM01PP,T439A,requires
CFG_PM_ALLMM01PP,T438A,requires
CFG_PM_ALLMM01PP,T024D,requires
CFG_PM_ALLMM01PP,T024,requires
CFG_PM_ALLMM01PP,T405,requires
CFG_PM_ALLMM01PP,T434G,requires
CFG_PM_ALLMM01PP,T6WP3,requires
CFG_PM_ALLMM01PP,T6WP4,requires
CFG_PM_ALLMM01PP,TWEW,requires
CFG_PM_ALLMM01PP,T024F,requires
CFG_PM_ALLMM01PP,T436A,requires
CFG_PM_ALLMM01PP,TMFPF,requires
CFG_PM_ALLMM01PP,TKKH1,requires
CFG_PM_ALLMM01PP,TCLA,requires
CFG_PM_ALLMM01PP,T178,requires
CFG_PM_ALLMM01PP,TCK14,requires
CFG_PM_ALLMM01PP,TVKM,requires
CFG_PM_ALLMM01PP,T024L,requires
CFG_PM_ALLMM01PP,TLGR,requires
CFG_PM_ALLMM01PP,T439L,requires
CFG_PM_ALLMM01PP,T307,requires
CFG_PM_ALLMM01PP,T439G,requires
CFG_PM_ALLMM01PP,T304,requires
CFG_PM_ALLMM01PP,TLOG,requires
CFG_PM_ALLMM01PP,T305,requires
CFG_PM_ALLMM01PP,T30A,requires
CFG_PM_ALLMM01PP,TMABC,requires
CFG_PM_ALLMM01PP,TVEGR,requires
CFG_PM_ALLMM01PP,T023,requires
CFG_PM_ALLMM01PP,T137,requires
CFG_PM_ALLMM01PP,T46AC,requires
CFG_PM_ALLMM01PP,TMFG,requires
CFG_PM_ALLMM01PP,T141,requires
CFG_PM_ALLMM01PP,TMPPF,requires
CFG_PM_ALLMM01PP,TVMS,requires
CFG_PM_ALLMM01PP,T134,requires
CFG_PM_ALLMM01PP,TPTM,requires
CFG_PM_ALLMM01PP,TVFM,requires
CFG_PM_ALLMM01PP,TMVF,requires
CFG_PM_ALLMM01PP,TNTP,requires
CFG_PM_ALLMM01PP,T009,requires
CFG_PM_ALLMM01PP,T179,requires
CFG_PM_ALLMM01PP,TVPR,requires
CFG_PM_ALLMM01PP,TQ05,requires
CFG_PM_ALLMM01PP,T142,requires
CFG_PM_ALLMM01PP,T352B,requires
CFG_PM_ALLMM01PP,RDPR,requires
CFG_PM_ALLMM01PP,T438R,requires
CFG_PM_ALLMM01PP,T377P,requires
CFG_PM_ALLMM01PP,T437S,requires
CFG_PM_ALLMM01PP,T438V,requires
CFG_PM_ALLMM01PP,T460A,requires
CFG_PM_ALLMM01PP,TSPA,requires
CFG_PM_ALLMM01PP,T604,requires
CFG_PM_ALLMM01PP,T461P,requires
CFG_PM_ALLMM01PP,TMKM1,requires
CFG_PM_ALLMM01PP,TSKM,requires
CFG_PM_ALLMM01PP,T143,requires
CFG_PM_ALLMM01PP,TTGR,requires
CFG_PM_ALLMM01PP,TMQ2,requires
CFG_PM_ALLMM01PP,TVSG,requires
CFG_PM_ALLMM01PP,TVTY,requires
CFG_PM_PP_MM02,T000,requires
CFG_PM_PP_MM02,T001L,requires
CFG_PM_PP_MM02,T001W,requires
CFG_PM_PP_MM02,T439P,requires
CFG_PM_PP_MM02,T439A,requires
CFG_PM_PP_MM02,T438A,requires
CFG_PM_PP_MM02,T024D,requires
CFG_PM_PP_MM02,T024,requires
CFG_PM_PP_MM02,T434G,requires
CFG_PM_PP_MM02,T436A,requires
CFG_PM_PP_MM02,T439G,requires
CFG_PM_PP_MM02,TMVF,requires
CFG_PM_PP_MM02,RDPR,requires
CFG_PM_PP_MM02,T437S,requires
CFG_PM_PP_MM02,T460A,requires
CFG_PM_PP_MM02,T461P,requires
CFG_PM_PP_MM02_B,T000,requires
CFG_PM_PP_MM02_B,T006,requires
CFG_PM_PP_MM02_B,T023,requires
CFG_PM_PP_MM02_B,TVPT,requires
CFG_PM_PP_MM02_B,T179,requires
CFG_PM_PP_MM02_B,TSPA,requires
CFG_PM_PP_MM02_P,T000,requires
CFG_PM_PP_MM02_P,T001L,requires
CFG_PM_PP_MM02_P,T001W,requires
CFG_PM_PP_MM02_P,TSC0A,requires
CFG_PM_PP_MM02_P,TSC0D,requires
FINCS_DOCTY_EX,T000,requires
FINCS_DOCTY_EX,TF150,requires
FINCS_DOCTY_EX,TF200,requires
FINCS_DOCTY_EX,TF540,requires
FINCS_DOCTY_EX,TF500,requires
TBD41,TBDSE,requires
TBD41,TBD40,requires
TBD41,TBDLS,requires
OVD_USAGET,OVD_USAGE,requires
OVD_USGTYPE,OVD_USAGE,requires
OVD_USGTYPET,OVD_USGTYPE,requires
/ATL/GLSETCUST,T000,requires
FJEPC_FLGRP_BA,T000,requires
FJEPC_FLGRP_BA_V,T000,requires
FJEPC_FLGRP_BA_V,FJEPC_FLGRP_BA,requires
FJEPC_FLGRP_BA_V,/PF1/T_BNKAREA,requires
FJEPC_IHB_DERCOS,T000,requires
FRE_SEND_OPTION,FILESYS,requires
FRE_SEND_OPTION,FILEPATH,requires
FRE_SEND_OPTION,TFACD,requires
FJEPC_IHB_AD,T000,requires
FJEPC_IHB_AD,T004,requires
FJEPC_IHB_AD,FJEPC_IHB_AD_ST,requires
FJEPC_IHB_AD,TCURC,requires
FJEPC_IHB_AD,T880,requires
FJEPC_IHB_AD_ST,T000,requires
FJEPC_IHB_AD_ST,T004,requires
FJEPC_IHB_AD_ST,FJEPC_FLGRP_BA,requires
USATTRIDDEFT,USATTRIDDEF,requires
FINCS_DOCTY_0U,T000,requires
FINCS_DOCTY_0U,TF150,requires
FINCS_DOCTY_0U,TF200,requires
FINCS_DOCTY_0U,TF540,requires
FINCS_DOCTY_0U,TF500,requires
FINCS_DOCTY_9U,T000,requires
FINCS_DOCTY_9U,TF150,requires
FINCS_DOCTY_9U,TF200,requires
FINCS_DOCTY_9U,TF540,requires
FINCS_DOCTY_9U,TF500,requires
/PF1/T_AM_MEDIUM,/PF1/T_MEDIUMT,requires
/PF1/T_AM_MEDIUM,/PF1/T_CLAREA,requires
/PF1/T_AM_MEDIUM,/PF1/T_CHANNEL,requires
/PF1/T_AM_MEDIUM,/PF1/T_POTYPE,requires
/PF1/T_EH_POREV,T000,requires
/PF1/T_EH_POREV,/PF1/T_CLAREA,requires
/PF1/T_EH_POREV,/PF1/T_EH_RTYPE,requires
/PF1/T_EH_POREV,/PF1/T_REVERSE,requires
/PF1/T_EH_POREV,TFK070A,requires
/PF1/T_POT_TRANT,/PF1/T_CLAREA,requires
/PF1/T_POT_TRANT,/PF1/T_POTYPE,requires
/PF1/T_POT_TRANT,/PF1/T_TRANSTYPE,requires
MDG_BUS_SYS_BO,MDG_BUS_SYS_TECH,requires
MDG_BUS_SYS_BO,MDGI_OTC_BS,requires
SDITEMREASONT,SDITEMREASON,requires
SDITEMREASON,MSR_C_RET_REASON,requires
TMCPF,T000,requires
TMCPF,TMFK,requires
TMCPF,T6B1,requires
TMCPF,TMPR,requires
TACE_ITEMTYPES,T000,requires
TACE_ITEMTYPES,TACECOMP,requires
TACE_ITEMTYPES,TACE_ITEMTYPE,requires
TACE_ITEMTYPES,TACE001,requires
TACE_ITEMTYPES,T003,requires
TACE_ITEMTYPES,FINSC_POSTSCHEMA,requires
TACE_ITEMTYPES,T856,requires
ATSYC,T000,requires
ATSYC,JBREVAL,requires
ATSYC,VTVAUTGR,requires
ATSYC,JBD14,requires
ATSYC,ATVO1,requires
ATSYC,ATKO1,requires
ATSYC,TW56,requires
ATSYC,TCURV,requires
ATSYC,VTBDFF,requires
ATSYC,INDEXA,requires
ATSYC,JBRBFART,requires
ATSYC,TRCOCC_QUOTTYPE,requires
ATSYC,TCRC_CSPR_TYPE,requires
ATSYC,JBC_CCURVE_TYPE,requires
/SMB/HOME_ATTRNF,T000,requires
/SMB/HOME_ATTRNF,/SMB/HOME_ORGCCD,requires
/SMB/HOME_DBCSET,T000,requires
/SMB/HOME_DBCSET,/SMB/HOME_ORGPLT,requires
/SMB/HOME_ENHCNT,T000,requires
/SMB/HOME_ENHCNT,/SMB/HOME_ORGDIV,requires
/SMB/HOME_ENHSCP,T000,requires
/SMB/HOME_ENHSCP,/SMB/HOME_ORGPLT,requires
/SMB/HOME_IDDET,T000,requires
/SMB/HOME_IDDET,/SMB/HOME_ORGCCD,requires
/SMB/HOME_INSUPD,T000,requires
/SMB/HOME_INSUPD,/SMB/HOME_ORGPLT,requires
/SMB/HOME_KEYVAL,T000,requires
/SMB/HOME_KEYVAL,/SMB/HOME_ORGCCD,requires
/SMB/HOME_LOBOK,T000,requires
/SMB/HOME_LOBOK,/SMB/HOME_ORGCCD,requires
/SMB/HOME_MKID_D,T000,requires
/SMB/HOME_MLTGPC,T000,requires
/SMB/HOME_MLTGPC,/SMB/HOME_ORGSOR,requires
/SMB/HOME_MLTGPC,/SMB/HOME_ORGDCH,requires
/SMB/HOME_MLTGPC,/SMB/HOME_ORGDIV,requires
/SMB/HOME_MLTGPC,/SMB/HOME_ORGCCD,requires
/SMB/HOME_MLTKEY,T000,requires
/SMB/HOME_MLTKEY,/SMB/HOME_ORGSOR,requires
/SMB/HOME_MLTKEY,/SMB/HOME_ORGDCH,requires
/SMB/HOME_MLTKEY,/SMB/HOME_ORGDIV,requires
/SMB/HOME_MLTKNF,T000,requires
/SMB/HOME_MLTKNF,/SMB/HOME_ORGPLT,requires
/SMB/HOME_MLTKNF,/SMB/HOME_ORGSOR,requires
/SMB/HOME_MLTPC,T000,requires
/SMB/HOME_MLTPC,/SMB/HOME_ORGPLT,requires
/SMB/HOME_MLTPC,/SMB/HOME_ORGCCD,requires
/SMB/HOME_NOLOB,T000,requires
/SMB/HOME_NOLOB,/SMB/HOME_ORGCCD,requires
/SMB/HOME_NTMPUP,T000,requires
/SMB/HOME_NTMPUP,/SMB/HOME_ORGPLT,requires
/SMB/HOME_ORGCCD,T000,requires
/SMB/HOME_ORGDCH,T000,requires
/SMB/HOME_ORGDIV,T000,requires
/SMB/HOME_ORGPLT,T000,requires
/SMB/HOME_ORGPLT,/SMB/HOME_ORGCCD,requires
/SMB/HOME_ORGSAR,T000,requires
/SMB/HOME_ORGSAR,/SMB/HOME_ORGSOR,requires
/SMB/HOME_ORGSAR,/SMB/HOME_ORGDCH,requires
/SMB/HOME_ORGSAR,/SMB/HOME_ORGDIV,requires
/SMB/HOME_ORGSOR,T000,requires
/SMB/HOME_ORGSOR,/SMB/HOME_ORGCCD,requires
/SMB/HOME_PARVAL,T000,requires
/SMB/HOME_PARVAL,/SMB/HOME_ORGPLT,requires
/SMB/HOME_PARVAL,/SMB/HOME_ORGCCD,requires
/SMB/HOME_PRMCCD,T000,requires
/SMB/HOME_PRMCCD,/SMB/HOME_ORGCCD,requires
/SMB/HOME_SINGLK,T000,requires
/SMB/HOME_SINGLK,/SMB/HOME_ORGPLT,requires
/SMB/HOME_TMPUPD,T000,requires
/SMB/HOME_TMPUPD,/SMB/HOME_ORGPLT,requires
/SMB/HOME_TUADDR,T000,requires
/SMB/HOME_TUADDR,/SMB/HOME_ORGPLT,requires
/SMB/HOME_VSK_NV,T000,requires
/SMB/HOME_VSK_NV,/SMB/HOME_ORGCCD,requires
/SMB/HOME_VSK_XB,T000,requires
/SMB/HOME_VSK_XB,/SMB/HOME_ORGCCD,requires
TFKB,T000,requires
TFKB,FMMDSTRID,requires
/SCMTMS/C_CTPVCC,/SCMTMS/C_TCET,requires
/SCMTMS/C_CTPVCC,T025,requires
/SCMTMS/C_CTPVCC,T163K,requires
TCK01,TCK16,requires
TCK01,TCKH8,requires
TCK01,TCK29,requires
TCK01,FINSC_LEDGER,requires
TCK01,FINSC_VALUSUBTYP,requires
CPABPRF,TPAR,requires
CPABPRF,CTIMEDEF,requires
CPABPRF,CJIT01,requires
/SAPSLL/TLER3C,T000,requires
/SAPSLL/TLER3C,T001,requires
TACE_ITEMTYPEC,T000,requires
TACE_ITEMTYPEC,TACECOMP,requires
TACE_ITEMTYPEC,TACE_ITEMTYPE,requires
TACE_ITEMTYPEC,T001,requires
TACE_ITEMTYPEC,FINSC_LEDGER,requires
TACE_ITEMTYPEC,FINSC_CURTYPE,requires
TACE_ITEMTYPEC,TACEDS_ATHRVR,requires
TACE_ITEMTYPEC,TACEDS_RAIVLV,requires
TMLFG,T000,requires
TMLFG,WLF_C_AR_USAGE,requires
OIUREP_FIELDS,T000,requires
OIU_OIISOCKL,T000,requires
TACE_ITEMTYPE,T000,requires
TACE_ITEMTYPE,TACECOMP,requires
TQDEFCCATSTTGS,TQDEFCCAT,requires
TQDEFCCATSTTGS,TQSTASKTYPE,requires
TZK02,T000,requires
TZK02,TZK04,requires
TZK02,TZK01,requires
TZK02,TFACD,requires
TZK02,TD21,requires
TZK02,TDZW,requires
TZK02,T042Z,requires
TZK02,T040S,requires
TZK02,T008,requires
TZK02,TZK07,requires
/SCWM/TFORMFLD,/LIME/PICUST_ARE,requires
TPK02,T000,requires
TPK02,T001W,requires
TPK02,T156,requires
TPK02,T161,requires
TPK02,T163K,requires
BORGR_FILTER_PRO,TFACD,requires
/AIF/IFLOW_CONF,/AIF/EP_CONF,requires
/AIF/IFLOW_CONF,/AIF/T_NS,requires
/AIF/IFLOW_CONF,/AIF/T_FINF,requires
/GSINS/BRBPFLSET,TCP00,requires
/GSINS/BRBPFLSET,FILENAMECI,requires
ICL_ACTN_2000,TICL079,requires
TVLK,T000,requires
TVLK,TVHB,requires
TVLK,TVPG,requires
TVLK,TVAK,requires
TVLK,TTXG,requires
TVLK,T681A,requires
TVLK,T683,requires
TVLK,TVSF,requires
TVLK,T691D,requires
TVLK,TTSG,requires
TVLK,TCN41,requires
TVLK,TVUV,requires
TVLK,J_1ADOCCLS,requires
TVLK,TTSEGTPLH,requires
TVLK,T609B,requires
TVLK,TTXERN,requires
TVLK,TVFK,requires
TVLK,T006,requires
TB2BJ,T000,requires
TB2BJ,TVPT,requires
TB2BJ,TTXG,requires
TB2BJ,TASSTYPE,requires
TB2BJ,TVPG,requires
TB2BJ,T163K,requires
TB2BJ,WB2_C_FREEZE_H,requires
/CFG/T005_DSY_A,T000,requires
/CFG/T005_DSY_A,/CFG/T005N_CKTBL,requires
/CFG/T005_DSY_A,TCURC,requires
/CFG/T005_DSY_A,TCURV,requires
/CFG/T005_DSY_A,T096,requires
/CFG/T005_DSY_A,T683,requires
/CFG/T005_DSY_B,T000,requires
/CFG/T005_DSY_B,T005A,requires
/CFG/T005_DSY_B,T005N,requires
/CFG/T005_DSY_B,TCURC,requires
/CFG/T005_DSY_B,TCURV,requires
/CFG/T005_DSY_B,T096,requires
/CFG/T005_DSY_B,T009,requires
/CFG/T005_DSY_B,T683,requires
/CFG/T005_DSY_C,T000,requires
/CFG/T005_DSY_C,T001W,requires
/CFG/T005_DSY_C,/CFG/T005N_CKTBL,requires
/CFG/T005_DSY_C,TCURC,requires
/CFG/T005_DSY_C,TCURV,requires
/CFG/T005_DSY_C,T096,requires
/CFG/T005_DSY_C,T683,requires
/CFG/T005_DSY_D,T000,requires
/CFG/T005_DSY_D,T005A,requires
/CFG/T005_DSY_D,T005N,requires
/CFG/T005_DSY_D,TCURC,requires
/CFG/T005_DSY_D,TCURV,requires
/CFG/T005_DSY_D,T096,requires
/CFG/T005_DSY_D,T009,requires
/CFG/T005_DSY_D,T683,requires
/CFG/T005_DSY_E,T000,requires
/CFG/T005_DSY_E,T001W,requires
/CFG/T005_DSY_E,/CFG/T005N_CKTBL,requires
/CFG/T005_DSY_E,TCURC,requires
/CFG/T005_DSY_E,TCURV,requires
/CFG/T005_DSY_E,T096,requires
/CFG/T005_DSY_E,T683,requires
/CFG/T005_DSY_F,T000,requires
/CFG/T005_DSY_F,T005A,requires
/CFG/T005_DSY_F,T005N,requires
/CFG/T005_DSY_F,TCURC,requires
/CFG/T005_DSY_F,TCURV,requires
/CFG/T005_DSY_F,T096,requires
/CFG/T005_DSY_F,T009,requires
/CFG/T005_DSY_F,T683,requires
VDMDEMO_T005,T000,requires
VDMDEMO_T005,T005A,requires
VDMDEMO_T005,T005N,requires
VDMDEMO_T005,T683,requires
VDMDEMO_T005,TCURC,requires
VDMDEMO_T005,TCURV,requires
VDMDEMO_T005,T096,requires
RSM_CAT_S_ATTR_C,ATM_ATTRIBUTE_C,requires
RSM_TMCATFNCLS_C,RSM_FUNCTION_C,requires
RSM_TMTYPATREX_C,RSM_TEAM_TYP_C,requires
RSM_TMTYPATREX_C,ATM_ATTRIBUTE_C,requires
/PERSONAS/ROFLSH,/PERSONAS/FLAVOR,requires
FAAC_ACCTDET0_T,T000,requires
FAAC_ACCTDET0_T,FAAC_ACCTDET0,requires
T340D,T300,requires
T340D,T006,requires
T340D,T333,requires
T340D,T683,requires
T340D,TWAP1,requires
T340D,TVKO,requires
T340D,TVST,requires
T340D,TVTW,requires
T340D,TSPA,requires
T340D,T301,requires
T340D,LLOCT,requires
FCOC_EBW_METHOD,T000,requires
FCOC_EBW_METHOD,TKKAA,requires
/IBS/CRB_IMPCAT,T000,requires
/IBS/CRB_IMPCAT,/IBS/CRB_RBD_P,requires
T683,T000,requires
T683,T681V,requires
T683,T681A,requires
FAAC_ACCTASN0,T000,requires
FAAC_ACCTASN1A,T000,requires
FAAC_ACCTASN1A,TACC_PRINCIPLE,requires
FAAC_ACCTASN1A,FAAC_ACCTASN0,requires
FAAC_ACCTASN1A,TABW,requires
FAAC_ACCTASN1C,T000,requires
FAAC_ACCTASN1C,T001,requires
FAAC_ACCTASN1C,FAAC_CMP_DA0,requires
FAAC_ACCTASN1C,FAAC_ACCTASN0,requires
FAAC_ACCTASN1C,FAAC_ACLS0,requires
FAAC_ACCTASN1C,TABW,requires
/PF1/T_EV_DUP_V3,T000,requires
/PF1/T_EV_DUP_V3,/PF1/T_CLAREA,requires
/PF1/T_EV_DUP_V3,/PF1/T_POTYPE,requires
/PF1/T_EV_DUP_V3,/PF1/T_CHANNEL,requires
/PF1/T_EV_DUP_V3,/PF1/T_FCT_TYPES,requires
/PF1/T_POTYPE,T000,requires
/PF1/T_POTYPE,/PF1/T_CLAREA,requires
/PF1/T_POTYPE,/PF1/T_FCT_TYPES,requires
MDG_BUS_SYS_ATTR,MDG_BUS_SYS_BO,requires
RSM_TMCTG_C_FNPR,RSM_TEAMCATG_C,requires
RSM_TMCTG_C_FNPR,RSM_FUNCPROF_C,requires
TB2BC,T000,requires
TB2BC,T161,requires
TB2BC,TCURC,requires
TB2BC,TCURV,requires
TB2BC,TWEV,requires
TB2BC,T683,requires
TB2BC,LOP_C_GRP,requires
T399X,T000,requires
T399X,T001W,requires
T399X,T003O,requires
T399X,TCA01,requires
T399X,TCNG,requires
T399X,TC04,requires
T399X,TCA43,requires
T399X,TCK03,requires
T399X,TKV01,requires
T399X,TKKAA,requires
T399X,T499Q,requires
T399X,T024D,requires
T399X,T024F,requires
T399X,TCN08,requires
T399X,T683,requires
T399X,TCOP,requires
T399X,TQ30,requires
T399X,T441C,requires
T399X,TCOAD,requires
T399X,TCO47,requires
TPMMO_MVT_TYPE,T156,requires
/PF1/T_FH_CONV,T000,requires
/PF1/T_FH_CONV,/PF1/T_CHANNEL,requires
/PF1/T_FH_CONV,/PF1/T_MEDIUM,requires
/PF1/T_FH_CONV,/PF1/T_FORMAT,requires
/PF1/T_FH_CONV,/PF1/T_FH_CONVCL,requires
TACE_ITEMTYPEL,T000,requires
TACE_ITEMTYPEL,TACECOMP,requires
TACE_ITEMTYPEL,TACE_ITEMTYPE,requires
TACE_ITEMTYPEL,T001,requires
TACE_ITEMTYPEL,FAGL_TLDGRP,requires
TDSETBUDAT,T000,requires
TVAK,T000,requires
TVAK,TVHB,requires
TVAK,TVLK,requires
TVAK,TVFK,requires
TVAK,TVPG,requires
TVAK,TVFS,requires
TVAK,TVLS,requires
TVAK,TVHF,requires
TVAK,TVSB,requires
TVAK,TTXG,requires
TVAK,TVKV,requires
TVAK,TVUV,requires
TVAK,T683,requires
TVAK,T681A,requires
TVAK,TVSF,requires
TVAK,T691D,requires
TVAK,TOADV,requires
TVAK,THIT,requires
TVAK,TVLV,requires
TVAK,TJ20,requires
TVAK,TVAK,requires
TVAK,TVVD,requires
TVAK,TFPLA,requires
TVAK,TVKK,requires
TVAK,TVAG,requires
TVAK,TVGRPS,requires
TVAK,J_1BAA,requires
TVAK,T691R,requires
TVAK,TVCAA,requires
TVAK,TVFAP,requires
TVAK,TPVV,requires
TVAK,TVBPROC,requires
TVAK,L2TC_RDP_PROFILE,requires
TVCPA,T000,requires
TVCPA,TVAK,requires
TVCPA,TVFK,requires
TVCPA,TVEP,requires
TVCPA,TVPT,requires
TWPA,T000,requires
TWPA,T627,requires
TWPA,T137,requires
TWPA,T001W,requires
TWPA,T025,requires
TWPA,TDWA,requires
TWPA,TVKV,requires
TCK35,TCK05,requires
TCK35,T001W,requires
TCK35,TCKMLPR_EB,requires
TCK35,T683,requires
TCK35,TKA09,requires
TCK35,FCOMC_CATEGORY,requires
/SCA/DEM_TIME,/SCA/TIMEPROFILE,requires
TMPA2,T000,requires
TVAP,T000,requires
TVAP,TVPT,requires
TVAP,TVHB,requires
TVAP,TVPG,requires
TVAP,TC04,requires
TVAP,TVHF,requires
TVAP,TVFS,requires
TVAP,TTXG,requires
TVAP,TVUV,requires
TVAP,TVSF,requires
TVAP,T683,requires
TVAP,TJ20,requires
TVAP,TFPLA,requires
TVAP,T609A,requires
TVAP,AD01C_PROF,requires
TVAP,TVRMAS,requires
TVAP,TVVFS,requires
TVAP,T609B,requires
TVAP,TVAG,requires
ADRCITY,T000,requires
ADRCITY,T005,requires
TZD0A,TZPA,requires
TCY23,T000,requires
T390,T000,requires
TWX1,T000,requires
TIV20,T000,requires
TIV20,TCURC,requires
TIV20,TIV20,requires
/SCWM/TCWPROC,T000,requires
/SCWM/TCWPROCT,T000,requires
/SCWM/TCWPROCT,/SCWM/TCWPROC,requires
/SCWM/TCWTOLGR,T000,requires
/SCWM/TCWTOLGRT,T000,requires
/SCWM/TCWTOLGRT,/SCWM/TCWTOLGR,requires
/SCMB/THNDLCD,T000,requires
/SCMB/THNDLCDT,T000,requires
/SCMB/THNDLCDT,/SCMB/THNDLCD,requires
/SCWM/THUTYPT,/SCWM/THUTYP,requires
/SCWM/TQGRP,T000,requires
/SCWM/TQGRPT,T000,requires
/SCWM/TQGRPT,/SCWM/TQGRP,requires
/SCWM/TSERIALT,T000,requires
/SCWM/TSERIALT,/SCWM/TSERIAL,requires
/SAPAPO/TTGR_TXT,T000,requires
/SAPAPO/TTGR_TXT,/SAPAPO/TTGR,requires
/SCWM/TPACKGRT,T000,requires
/SCWM/TPACKGRT,/SCWM/TPACKGR,requires
/SCMB/TWHMATGR,T000,requires
/SCMB/TWHMATGRT,T000,requires
/SCMB/TWHMATGRT,/SCMB/TWHMATGR,requires
/SCMB/TWHSTC,T000,requires
/SCMB/TWHSTCT,T000,requires
/SCMB/TWHSTCT,/SCMB/TWHSTC,requires
/SEHS/DGC_041,T000,requires
